update,gameplay_rollouts,trade_rollouts,gameplay_reward,gameplay_reward_avg_logged,trade_reward,trade_reward_avg_logged,trade_propose,trade_accept,trade_reject,trade_counter,trade_skip,gameplay_policy_loss,gameplay_value_loss,gameplay_entropy,gameplay_entropy_avg_logged,trade_policy_loss,trade_value_loss,trade_entropy,trade_entropy_avg_logged,tom_loss,total_loss,entropy_coef,gamma,gameplay_reward_ma10,trade_reward_ma10,gameplay_entropy_ma10,trade_entropy_ma10,gameplay_value_loss_ma10,trade_value_loss_ma10,gameplay_policy_loss_ma10,trade_policy_loss_ma10,tom_loss_ma10,total_loss_ma10,trade_propose_rate,trade_accept_rate,trade_reject_rate,trade_counter_rate,trade_skip_rate
63,691,624,0.0279,0.0246,0.0172,0.0133,209,184,21,195,15,0.2292,0.5466,0.7458,0.7057,-0.2604,0.396,2.3158,2.5272,1.607488,0.2552,0.0012,0.95741,0.026590000000000003,0.014799999999999999,0.70189,2.47562,0.5571999999999999,0.40110999999999997,0.28917000000000004,-0.27388,1.6084934999999998,0.30402999999999997,0.3349358974358974,0.2948717948717949,0.03365384615384615,0.3125,0.02403846153846154
64,708,600,0.032,0.025,0.0175,0.0136,208,181,24,175,12,0.2923,0.5381,0.7928,0.6972,-0.3368,0.4338,2.3977,2.517,1.609881,0.2495,0.0012,0.95769,0.0269,0.015250000000000003,0.7162499999999999,2.4531,0.5486899999999999,0.40921,0.30844,-0.29836999999999997,1.6083903,0.29903,0.3466666666666667,0.3016666666666667,0.04,0.2916666666666667,0.02
65,704,595,0.0413,0.026,0.0171,0.0139,216,189,23,146,21,0.2569,0.507,0.7341,0.7004,-0.3022,0.4242,2.2609,2.5022,1.601773,0.2387,0.0012,0.95796,0.029059999999999996,0.01562,0.71646,2.4219,0.54773,0.40772,0.29899000000000003,-0.30102,1.6078554,0.28664999999999996,0.3630252100840336,0.3176470588235294,0.03865546218487395,0.2453781512605042,0.03529411764705882
66,698,601,0.0198,0.0255,0.0185,0.0143,223,206,13,146,13,0.3561,0.5896,0.6937,0.701,-0.4107,0.3809,2.2937,2.4919,1.611256,0.2399,0.0012,0.95824,0.029200000000000004,0.016050000000000002,0.71451,2.40436,0.5484100000000001,0.40903999999999996,0.30939,-0.32363,1.6080438000000001,0.27529,0.37104825291181365,0.3427620632279534,0.021630615640599003,0.24292845257903495,0.021630615640599003
67,723,576,0.0257,0.0253,0.0186,0.0146,220,206,12,120,18,0.3244,0.5258,0.7243,0.7028,-0.4162,0.4641,2.1446,2.4712,1.607329,0.2077,0.0012,0.95852,0.02977,0.016510000000000004,0.7248,2.37178,0.53954,0.41692999999999997,0.32731000000000005,-0.35181,1.6077403000000001,0.26511,0.3819444444444444,0.3576388888888889,0.020833333333333332,0.20833333333333334,0.03125
68,723,572,0.025,0.0246,0.0195,0.015,226,213,13,105,15,-0.0989,0.5933,0.6613,0.6951,0.1338,0.3455,2.1269,2.4494,1.607051,0.322,0.0012,0.95879,0.02828,0.017050000000000003,0.72049,2.3349599999999997,0.54833,0.40729999999999994,0.28556000000000004,-0.30764,1.6077009,0.26767,0.3951048951048951,0.3723776223776224,0.022727272727272728,0.18356643356643357,0.026223776223776224
69,740,555,0.034,0.0255,0.0202,0.0154,227,214,11,95,8,0.1612,0.5208,0.7915,0.7055,-0.21,0.4026,2.15,2.4253,1.603327,0.2345,0.0012,0.95907,0.02887,0.017499999999999998,0.7288300000000001,2.3026299999999997,0.54611,0.40800000000000003,0.27035000000000003,-0.29878,1.6072948,0.26125999999999994,0.409009009009009,0.3855855855855856,0.01981981981981982,0.17117117117117117,0.014414414414414415
70,717,577,0.0238,0.0261,0.0192,0.0158,227,209,12,113,16,0.0152,0.5701,0.675,0.7057,-0.0344,0.3633,2.0661,2.3986,1.600851,0.2671,0.0012,0.95935,0.02843,0.01794,0.7241,2.2625900000000003,0.55584,0.39584,0.22307000000000005,-0.25714000000000004,1.6067138,0.25536,0.3934142114384749,0.36221837088388215,0.02079722703639515,0.19584055459272098,0.02772963604852686
71,718,574,0.0252,0.0262,0.0193,0.0161,228,209,17,105,15,0.1269,0.54,0.6552,0.704,-0.1632,0.3621,2.1649,2.3786,1.607086,0.2425,0.0012,0.95962,0.027839999999999997,0.018279999999999998,0.71387,2.23473,0.5476,0.39485000000000003,0.20517000000000002,-0.24066,1.6063888,0.25196,0.397212543554007,0.3641114982578397,0.029616724738675958,0.18292682926829268,0.02613240418118467
72,733,559,0.0307,0.0268,0.021,0.0166,235,224,10,81,9,0.0852,0.5284,0.69,0.7038,-0.0839,0.3983,2.2621,2.363,1.606052,0.2865,0.0012,0.9599,0.02854,0.01881,0.7163700000000001,2.21827,0.54597,0.39708,0.17485000000000003,-0.20839999999999997,1.6062093999999998,0.25436,0.4203935599284436,0.4007155635062612,0.017889087656529516,0.1449016100178891,0.016100178890876567
73,747,549,0.0272,0.0275,0.0204,0.017,226,210,18,85,10,-0.0088,0.5145,0.7159,0.7076,0.0005,0.4324,2.1336,2.3378,1.603864,0.2823,0.0012,0.96018,0.028470000000000002,0.01913,0.7133799999999999,2.20005,0.54276,0.40072,0.15105000000000002,-0.18231,1.605847,0.25707,0.4116575591985428,0.3825136612021858,0.03278688524590164,0.15482695810564662,0.018214936247723135
74,742,551,0.0326,0.0277,0.02,0.0173,225,209,14,87,16,0.1505,0.4973,0.747,0.7125,-0.209,0.3939,2.0306,2.3082,1.605699,0.2186,0.0012,0.96045,0.028530000000000007,0.01938,0.7088,2.1633400000000003,0.53868,0.39672999999999997,0.13687000000000005,-0.16953000000000001,1.6054287999999999,0.25398,0.40834845735027225,0.3793103448275862,0.025408348457350273,0.15789473684210525,0.029038112522686024
75,754,535,0.0274,0.0281,0.0203,0.0176,236,209,26,54,10,0.0927,0.5335,0.6906,0.7104,-0.1104,0.3695,2.0403,2.2816,1.60345,0.2627,0.0012,0.96073,0.027140000000000004,0.019700000000000002,0.70445,2.14128,0.54133,0.39126,0.12045000000000003,-0.15035,1.6055965,0.25637999999999994,0.4411214953271028,0.39065420560747666,0.048598130841121495,0.10093457943925234,0.018691588785046728
76,734,555,0.0219,0.0283,0.0213,0.018,239,226,14,68,8,-0.0113,0.5225,0.6916,0.7094,-0.0242,0.4675,1.9899,2.2576,1.605635,0.2671,0.0012,0.96101,0.027350000000000003,0.01998,0.7042400000000001,2.1109,0.53462,0.39992,0.08371000000000002,-0.1117,1.6050343999999999,0.2591,0.4306306306306306,0.4072072072072072,0.025225225225225224,0.12252252252252252,0.014414414414414415
77,763,527,0.0239,0.0285,0.021,0.0184,222,217,6,58,24,0.0449,0.5328,0.7078,0.7137,-0.0113,0.3777,1.9852,2.2334,1.597611,0.3163,0.0012,0.96128,0.02717,0.02022,0.70259,2.09496,0.5353199999999999,0.39127999999999996,0.05576000000000002,-0.07120999999999998,1.6040626,0.26996,0.42125237191650855,0.4117647058823529,0.011385199240986717,0.11005692599620494,0.04554079696394687
78,765,523,0.0317,0.0281,0.0222,0.0188,234,226,7,44,12,-0.0912,0.5225,0.6699,0.712,0.1528,0.4502,1.9136,2.2043,1.603274,0.3604,0.0012,0.96156,0.027839999999999997,0.02049,0.70345,2.07363,0.52824,0.40175,0.056530000000000025,-0.06930999999999998,1.6036849,0.2738,0.4474187380497132,0.4321223709369025,0.01338432122370937,0.0841300191204589,0.022944550669216062
79,779,517,0.0386,0.0286,0.0215,0.0191,222,216,5,59,15,-0.0429,0.4417,0.7476,0.7139,-0.13,0.3832,1.8272,2.172,1.605406,0.0894,0.0012,0.96183,0.028300000000000002,0.02062,0.69906,2.04135,0.52033,0.39981,0.03612000000000003,-0.06130999999999999,1.6038928000000001,0.25929,0.42940038684719534,0.41779497098646035,0.009671179883945842,0.11411992263056092,0.029013539651837523
80,765,519,0.022,0.0283,0.0219,0.0194,232,226,6,36,19,0.1759,0.5548,0.6478,0.7102,-0.2461,0.418,2.121,2.1547,1.596679,0.229,0.0012,0.96211,0.02812,0.02089,0.69634,2.04684,0.5187999999999999,0.40528000000000003,0.05219000000000003,-0.08248,1.6034756000000001,0.25548000000000004,0.44701348747591524,0.43545279383429675,0.011560693641618497,0.06936416184971098,0.036608863198458574
81,748,539,0.0262,0.028,0.0222,0.0197,239,229,9,52,10,-0.0746,0.5191,0.6752,0.7061,0.0826,0.4525,1.9478,2.1299,1.60731,0.3076,0.0012,0.96239,0.028220000000000002,0.021179999999999997,0.69834,2.02513,0.51671,0.41432,0.03204000000000003,-0.05789999999999999,1.603498,0.26199,0.44341372912801486,0.424860853432282,0.016697588126159554,0.09647495361781076,0.01855287569573284
82,767,519,0.0254,0.0281,0.0215,0.02,227,221,9,40,22,0.1006,0.4925,0.6535,0.7055,-0.2592,0.6542,1.8971,2.1034,1.603192,0.185,0.0012,0.96266,0.027690000000000003,0.021230000000000002,0.69469,1.98863,0.51312,0.43990999999999997,0.03358000000000002,-0.07543,1.6032119999999999,0.25184,0.4373795761078998,0.4258188824662813,0.017341040462427744,0.07707129094412331,0.04238921001926782
83,773,520,0.0387,0.0287,0.0221,0.0203,230,220,9,50,11,-0.0367,0.5639,0.7037,0.7034,-0.171,0.5281,1.9615,2.0857,1.591833,0.122,0.0012,0.96294,0.028839999999999998,0.0214,0.6934699999999999,1.9714200000000002,0.51806,0.44948,0.03079000000000002,-0.09257999999999998,1.6020089,0.23581,0.4423076923076923,0.4230769230769231,0.01730769230769231,0.09615384615384616,0.021153846153846155
84,763,524,0.0316,0.0286,0.0234,0.0206,239,233,5,41,6,-0.0003,0.4911,0.6771,0.6976,-0.0936,0.552,1.9811,2.0649,1.600943,0.2243,0.0012,0.96322,0.028739999999999998,0.02174,0.68648,1.9664699999999997,0.51744,0.46529,0.015710000000000023,-0.08103999999999999,1.6015332999999998,0.23637999999999998,0.45610687022900764,0.4446564885496183,0.009541984732824428,0.07824427480916031,0.011450381679389313
85,756,534,0.0383,0.0285,0.0225,0.0208,231,229,3,57,14,0.054,0.5208,0.732,0.6975,-0.0573,0.3856,1.8184,2.0428,1.606298,0.2813,0.0012,0.96349,0.029830000000000002,0.02196,0.69062,1.9442799999999998,0.51617,0.46690000000000004,0.01184000000000002,-0.07572999999999999,1.6018180999999998,0.23823999999999995,0.43258426966292135,0.4288389513108614,0.0056179775280898875,0.10674157303370786,0.026217228464419477
86,738,541,0.0249,0.0287,0.0232,0.0211,247,243,2,36,13,0.0692,0.5437,0.5576,0.6907,-0.0751,0.3767,1.8075,2.0185,1.605639,0.2826,0.0012,0.96377,0.030129999999999997,0.022149999999999996,0.67722,1.92604,0.51829,0.45782,0.019890000000000022,-0.08081999999999998,1.6018184999999998,0.23979,0.4565619223659889,0.4491682070240296,0.0036968576709796672,0.066543438077634,0.024029574861367836
87,756,526,0.0286,0.0289,0.0232,0.0213,238,236,3,36,13,0.1407,0.5328,0.5833,0.6837,-0.2029,0.4542,1.9145,2.007,1.609873,0.2434,0.0012,0.96405,0.0306,0.02237,0.6647700000000001,1.9189699999999998,0.51829,0.46547,0.029470000000000017,-0.09997999999999999,1.6030446999999999,0.2325,0.4524714828897338,0.44866920152091255,0.005703422053231939,0.06844106463878327,0.024714828897338403
88,760,521,0.0283,0.0291,0.0235,0.0215,242,236,6,25,12,-0.0301,0.5443,0.6412,0.6827,0.0149,0.4333,1.9669,1.999,1.605018,0.2882,0.0012,0.96432,0.03026,0.0225,0.6618999999999999,1.9243,0.5204700000000001,0.46378,0.035580000000000014,-0.11376999999999997,1.6032191,0.22528,0.46449136276391556,0.45297504798464494,0.011516314779270634,0.04798464491362764,0.023032629558541268
89,763,523,0.0249,0.0286,0.0239,0.0217,236,235,3,38,11,0.1392,0.5126,0.6646,0.6763,-0.2703,0.5496,1.8515,1.984,1.61063,0.1939,0.0012,0.9646,0.028890000000000006,0.022740000000000003,0.6536000000000001,1.9267299999999998,0.52756,0.48041999999999996,0.05379000000000002,-0.1278,1.6037415,0.23573,0.45124282982791586,0.44933078393881454,0.0057361376673040155,0.07265774378585087,0.021032504780114723
90,794,499,0.038,0.0293,0.0243,0.0219,236,231,3,22,7,-0.0164,0.5316,0.7447,0.6798,0.1235,0.344,1.8918,1.9753,1.611993,0.3857,0.0012,0.96487,0.03049,0.02298,0.66329,1.90381,0.5252399999999999,0.47302,0.03456000000000002,-0.09083999999999999,1.6052729,0.2514,0.4729458917835671,0.46292585170340683,0.006012024048096192,0.04408817635270541,0.014028056112224449
91,763,519,0.0192,0.029,0.0239,0.0222,238,238,1,28,14,-0.0538,0.5559,0.6911,0.6816,0.1099,0.3168,1.9238,1.9633,1.613713,0.3346,0.0012,0.96515,0.02979,0.02315,0.6648799999999999,1.9014099999999998,0.5289200000000001,0.45945,0.03664000000000002,-0.08811,1.6059132000000003,0.25410000000000005,0.45857418111753373,0.45857418111753373,0.0019267822736030828,0.05394990366088632,0.02697495183044316
92,784,504,0.0338,0.0292,0.0242,0.0223,235,231,5,23,10,0.271,0.5522,0.8198,0.6881,-0.381,0.3819,1.8332,1.9418,1.613366,0.184,0.0012,0.96543,0.030629999999999998,0.02342,0.6815100000000001,1.8950200000000001,0.53489,0.43222000000000005,0.05368000000000002,-0.10028999999999999,1.6069306,0.254,0.4662698412698413,0.4583333333333333,0.00992063492063492,0.04563492063492063,0.01984126984126984
93,779,510,0.0209,0.0288,0.0243,0.0225,240,233,4,23,10,-0.0851,0.5274,0.6543,0.685,0.0187,0.4377,1.7936,1.9248,1.608892,0.2357,0.0012,0.9657,0.028849999999999997,0.02364,0.6765700000000001,1.8782299999999998,0.53124,0.42318,0.048840000000000015,-0.08131999999999999,1.6086365,0.26537,0.47058823529411764,0.4568627450980392,0.00784313725490196,0.045098039215686274,0.0196078431372549
94,783,504,0.0272,0.0286,0.0245,0.0227,237,235,1,20,11,-0.0716,0.5264,0.7404,0.6847,0.0749,0.4603,1.7747,1.912,1.607718,0.3111,0.0012,0.96598,0.028409999999999998,0.02375,0.6829,1.85759,0.53477,0.41400999999999993,0.04171000000000002,-0.06447,1.6093140000000001,0.27405,0.47023809523809523,0.4662698412698413,0.001984126984126984,0.03968253968253968,0.021825396825396824
95,797,494,0.0326,0.0288,0.0247,0.023,230,230,1,22,11,-0.0627,0.4636,0.7494,0.6876,0.1041,0.4207,1.7592,1.898,1.610921,0.3239,0.0012,0.96626,0.027839999999999997,0.023969999999999998,0.68464,1.85167,0.52905,0.41752,0.03004000000000002,-0.04832999999999999,1.6097763,0.27831,0.46558704453441296,0.46558704453441296,0.0020242914979757085,0.044534412955465584,0.022267206477732792
96,767,517,0.0138,0.0284,0.0254,0.0232,245,245,1,19,7,0.1277,0.5466,0.659,0.686,-0.0967,0.3192,1.8171,1.8893,1.600853,0.3089,0.0012,0.96653,0.026729999999999997,0.024189999999999996,0.69478,1.85263,0.52934,0.41177,0.03589000000000002,-0.05048999999999999,1.6092977000000002,0.28094,0.4738878143133462,0.4738878143133462,0.0019342359767891683,0.0367504835589942,0.013539651837524178
97,790,496,0.0251,0.0285,0.0244,0.0233,234,230,4,12,16,-0.0935,0.5195,0.7236,0.6868,0.1984,0.4215,1.7625,1.8782,1.601381,0.4019,0.0012,0.96681,0.026379999999999997,0.024310000000000002,0.7088099999999999,1.8374300000000001,0.52801,0.4085,0.012470000000000023,-0.01035999999999999,1.6084485000000002,0.29679,0.4717741935483871,0.4637096774193548,0.008064516129032258,0.024193548387096774,0.03225806451612903
98,805,488,0.0287,0.0283,0.0252,0.0235,233,229,2,15,9,0.0004,0.4701,0.7547,0.691,0.0157,0.4254,1.7326,1.8691,1.597303,0.3018,0.0012,0.96709,0.02642,0.02448,0.72016,1.814,0.52059,0.40770999999999996,0.015520000000000023,-0.010279999999999989,1.607677,0.29815,0.4774590163934426,0.4692622950819672,0.004098360655737705,0.030737704918032786,0.018442622950819672
99,790,499,0.0248,0.0277,0.0258,0.0237,237,239,1,16,6,-0.0527,0.6124,0.7561,0.6915,0.0337,0.41,1.6905,1.8623,1.598003,0.2989,0.0012,0.96736,0.02641,0.024669999999999997,0.72931,1.7978999999999998,0.53057,0.39375,-0.0036699999999999775,0.02012000000000001,1.6064142999999997,0.30865,0.4749498997995992,0.4789579158316633,0.002004008016032064,0.03206412825651302,0.012024048096192385
100,785,505,0.013,0.0272,0.0256,0.0239,239,238,1,19,8,-0.0893,0.635,0.7233,0.6952,0.0935,0.3824,1.7388,1.8432,1.590277,0.3209,0.0012,0.96764,0.023909999999999997,0.0248,0.72717,1.7826,0.54091,0.39759,-0.010959999999999978,0.01712000000000001,1.6042427,0.30217,0.47326732673267324,0.47128712871287126,0.0019801980198019802,0.03762376237623762,0.015841584158415842
101,797,497,0.0269,0.0272,0.0258,0.0241,236,233,2,21,5,-0.0537,0.4805,0.7423,0.6986,0.1427,0.4109,1.7359,1.8326,1.591826,0.3746,0.0012,0.96791,0.02468,0.024990000000000002,0.7322900000000001,1.7638099999999999,0.53337,0.40700000000000003,-0.010949999999999977,0.02040000000000001,1.602054,0.30617,0.47484909456740443,0.4688128772635815,0.004024144869215292,0.04225352112676056,0.01006036217303823
102,790,497,0.0176,0.0268,0.0259,0.0243,237,238,0,12,10,-0.0783,0.5353,0.641,0.698,0.1248,0.3834,1.6748,1.8215,1.598696,0.3395,0.0012,0.96819,0.02306,0.02516,0.71441,1.74797,0.5316799999999999,0.40715,-0.045879999999999976,0.07098000000000002,1.6005869999999998,0.32172,0.4768611670020121,0.4788732394366197,0.0,0.02414486921529175,0.02012072434607646
103,797,492,0.037,0.0268,0.0258,0.0245,234,232,2,14,10,0.0772,0.464,0.7395,0.6997,-0.0834,0.4116,1.6798,1.8074,1.610603,0.2768,0.0012,0.96847,0.024669999999999997,0.02531,0.7229300000000001,1.73659,0.52534,0.40454,-0.029649999999999975,0.060770000000000005,1.6007581000000002,0.32583,0.47560975609756095,0.4715447154471545,0.0040650406504065045,0.028455284552845527,0.02032520325203252
104,787,493,0.0354,0.0269,0.0249,0.0245,234,229,4,8,18,-0.0784,0.5299,0.771,0.7044,0.1464,0.4746,1.6039,1.7885,1.611239,0.3836,0.0012,0.96874,0.025490000000000002,0.02535,0.72599,1.71951,0.52569,0.40597000000000005,-0.03032999999999998,0.06792000000000001,1.6011102000000001,0.33308,0.4746450304259635,0.4645030425963489,0.008113590263691683,0.016227180527383367,0.036511156186612576
105,763,514,0.028,0.0264,0.0259,0.0247,247,247,2,6,12,-0.0482,0.5329,0.5949,0.6976,-0.0029,0.3268,1.3247,1.7639,1.594933,0.2282,0.0012,0.96902,0.025030000000000004,0.02547,0.71054,1.67606,0.53262,0.39658,-0.02887999999999998,0.05722000000000001,1.5995114,0.32350999999999996,0.4805447470817121,0.4805447470817121,0.0038910505836575876,0.011673151750972763,0.023346303501945526
106,778,505,0.0346,0.0269,0.0264,0.0249,244,243,1,9,8,-0.0734,0.458,0.6532,0.7024,0.072,0.4076,1.6416,1.7556,1.607804,0.28,0.0012,0.9693,0.027110000000000002,0.02557,0.7099599999999999,1.6585100000000002,0.52376,0.40542,-0.04898999999999998,0.07409000000000002,1.6002065,0.32062,0.48316831683168315,0.48118811881188117,0.0019801980198019802,0.01782178217821782,0.015841584158415842
107,794,489,0.0468,0.0278,0.0253,0.025,232,229,1,8,19,-0.1029,0.5647,0.7168,0.709,0.1541,0.3771,1.594,1.7395,1.607884,0.352,0.0012,0.96957,0.02928,0.02566,0.7092799999999999,1.64166,0.52828,0.40098,-0.049929999999999974,0.06966000000000001,1.6008568,0.31562999999999997,0.47443762781186094,0.46830265848670755,0.002044989775051125,0.016359918200409,0.03885480572597137
108,774,505,0.0211,0.0275,0.0259,0.0251,239,241,0,8,17,-0.1794,0.4837,0.61,0.7075,0.2889,0.4363,1.5962,1.721,1.598427,0.4048,0.0012,0.96985,0.02852,0.025729999999999996,0.69481,1.62802,0.52964,0.40207,-0.06790999999999998,0.09698,1.6009692000000002,0.32593,0.47326732673267324,0.4772277227722772,0.0,0.015841584158415842,0.033663366336633666
109,792,498,0.037,0.0281,0.0265,0.0252,238,236,2,14,8,-0.1086,0.5051,0.7645,0.7125,0.2043,0.4169,1.6472,1.7108,1.605896,0.3921,0.0012,0.97013,0.02974,0.0258,0.69565,1.6236899999999999,0.5189100000000001,0.40275999999999995,-0.07349999999999998,0.11404,1.6017585,0.33525,0.4779116465863454,0.4738955823293173,0.004016064257028112,0.028112449799196786,0.01606425702811245
110,791,492,0.0295,0.0276,0.0259,0.0253,235,232,1,9,15,-0.1877,0.5214,0.7214,0.7113,0.3362,0.4425,1.6395,1.6982,1.609381,0.4559,0.0012,0.9704,0.03139,0.02583,0.69546,1.6137599999999999,0.50755,0.40876999999999997,-0.08333999999999997,0.13831000000000002,1.6036689,0.34875,0.47764227642276424,0.4715447154471545,0.0020325203252032522,0.018292682926829267,0.03048780487804878
111,779,505,0.0322,0.0283,0.0267,0.0254,245,242,3,9,6,-0.1089,0.536,0.6893,0.7112,0.1932,0.3991,1.6624,1.6851,1.609434,0.3847,0.0012,0.97068,0.031920000000000004,0.02592,0.69016,1.60641,0.5131,0.40759,-0.08885999999999998,0.14336,1.6054296999999997,0.34976,0.48514851485148514,0.4792079207920792,0.005940594059405941,0.01782178217821782,0.011881188118811881
112,797,489,0.033,0.0283,0.026,0.0255,232,233,0,8,16,-0.2619,0.5689,0.7594,0.7082,0.4686,0.3528,1.5987,1.6734,1.601143,0.5038,0.0012,0.97095,0.033460000000000004,0.025929999999999998,0.702,1.5988000000000002,0.51646,0.40453,-0.10721999999999998,0.17774,1.6056743999999998,0.36619,0.47443762781186094,0.47648261758691207,0.0,0.016359918200409,0.032719836400818
113,775,509,0.0319,0.0288,0.0269,0.0257,247,244,2,12,4,0.0256,0.4924,0.727,0.7118,0.0589,0.4201,1.6565,1.6665,1.605237,0.3798,0.0012,0.97123,0.03295,0.026039999999999997,0.70075,1.59647,0.5193,0.40537999999999996,-0.11238,0.19197,1.6051378,0.37649,0.48526522593320237,0.4793713163064833,0.003929273084479371,0.023575638506876228,0.007858546168958742
114,804,486,0.0346,0.0292,0.0263,0.0258,237,232,2,4,11,-0.1411,0.5023,0.7271,0.7112,0.191,0.3474,1.6668,1.6611,1.5975,0.3295,0.0012,0.97151,0.032869999999999996,0.026180000000000002,0.6963600000000001,1.60276,0.51654,0.39266,-0.11864999999999999,0.19643000000000002,1.6037639,0.37107999999999997,0.4876543209876543,0.4773662551440329,0.00411522633744856,0.00823045267489712,0.02263374485596708
115,790,493,0.0303,0.0291,0.0271,0.0259,239,243,0,4,7,0.0966,0.4391,0.6354,0.7055,-0.0884,0.4392,1.605,1.6534,1.601029,0.2954,0.0012,0.97178,0.0331,0.0263,0.70041,1.63079,0.5071599999999999,0.4039,-0.10416999999999998,0.18788,1.6043735,0.3778,0.4847870182555781,0.49290060851926976,0.0,0.008113590263691683,0.014198782961460446
116,770,509,0.0255,0.0296,0.0267,0.026,248,246,2,5,8,0.2904,0.3934,0.729,0.709,-0.2398,0.4842,1.6183,1.6435,1.604442,0.3381,0.0012,0.97206,0.03219,0.02633,0.70799,1.62846,0.5007,0.41156,-0.06778999999999998,0.1567,1.6040372999999999,0.38361,0.48722986247544203,0.48330058939096265,0.003929273084479371,0.009823182711198428,0.015717092337917484
117,784,497,0.0249,0.0296,0.0256,0.026,236,235,0,6,20,-0.2177,0.5402,0.6334,0.7045,0.2606,0.397,1.5529,1.633,1.615119,0.3462,0.0012,0.97234,0.03,0.02636,0.69965,1.6243500000000002,0.49824999999999997,0.41355000000000003,-0.07926999999999998,0.16735000000000003,1.6047608,0.38303000000000004,0.47484909456740443,0.47283702213279677,0.0,0.012072434607645875,0.04024144869215292
118,770,509,0.0167,0.029,0.0265,0.0261,245,245,0,7,12,-0.2284,1.0019,0.7877,0.7061,0.1605,0.4587,1.6037,1.6266,1.612388,0.3664,0.0012,0.97261,0.029559999999999996,0.02642,0.71742,1.6251000000000002,0.55007,0.41579,-0.08416999999999997,0.15451,1.6061568999999998,0.37919,0.481335952848723,0.481335952848723,0.0,0.0137524557956778,0.023575638506876228
119,785,497,0.0209,0.0288,0.026,0.0261,238,238,1,4,16,-0.1217,0.5347,0.6286,0.6997,0.1485,0.3607,1.5406,1.6191,1.608092,0.32,0.0012,0.97289,0.027950000000000003,0.026369999999999998,0.70383,1.61444,0.5530299999999999,0.41017000000000003,-0.08547999999999997,0.14893000000000003,1.6063765,0.37198000000000003,0.4788732394366197,0.4788732394366197,0.002012072434607646,0.008048289738430584,0.03219315895372234
120,791,494,0.0276,0.0296,0.0276,0.0262,246,245,1,1,1,-0.048,0.5075,0.682,0.6977,0.1232,0.4852,1.5993,1.6121,1.609251,0.393,0.0012,0.97317,0.027759999999999996,0.026539999999999998,0.69989,1.61042,0.55164,0.41444000000000003,-0.07150999999999999,0.12763000000000002,1.6063635,0.36569,0.4979757085020243,0.4959514170040486,0.0020242914979757085,0.0020242914979757085,0.0020242914979757085
121,784,500,0.0228,0.0294,0.0268,0.0262,244,244,0,2,10,-0.0236,0.5508,0.715,0.6963,0.0013,0.4211,1.5702,1.6038,1.608121,0.2906,0.0012,0.97344,0.02682,0.02655,0.70246,1.6012,0.55312,0.41663999999999995,-0.06297999999999998,0.10844000000000002,1.6062321999999998,0.35628000000000004,0.488,0.488,0.0,0.004,0.02
122,801,487,0.0265,0.0298,0.0271,0.0263,240,239,0,2,6,-0.1099,0.5174,0.7079,0.6996,0.1711,0.3864,1.5856,1.5993,1.603696,0.3572,0.0012,0.97372,0.02617,0.02666,0.6973100000000001,1.5998899999999998,0.5479700000000001,0.42000000000000004,-0.047779999999999975,0.07869000000000001,1.6064875,0.34162,0.4928131416837782,0.49075975359342916,0.0,0.004106776180698152,0.012320328542094456
123,788,498,0.0173,0.0288,0.0272,0.0264,245,245,0,2,6,0.1771,0.5165,0.6796,0.6967,-0.2233,0.376,1.6316,1.5969,1.606701,0.2473,0.0012,0.97399,0.02471,0.02669,0.69257,1.5974,0.55038,0.41559,-0.03262999999999997,0.050470000000000015,1.6066338999999998,0.32837,0.4919678714859438,0.4919678714859438,0.0,0.004016064257028112,0.012048192771084338
124,786,498,0.0186,0.028,0.0271,0.0265,244,244,1,3,6,0.0958,0.4606,0.6439,0.6903,-0.1534,0.4705,1.6496,1.5992,1.608285,0.2461,0.0012,0.97427,0.02311,0.02677,0.6842499999999999,1.59568,0.5462100000000001,0.4279,-0.008939999999999976,0.01603000000000001,1.6077124,0.32003000000000004,0.4899598393574297,0.4899598393574297,0.002008032128514056,0.006024096385542169,0.012048192771084338
125,801,484,0.023,0.0277,0.0265,0.0265,236,234,1,2,11,-0.0731,0.4882,0.6827,0.6947,0.0995,0.4515,1.5953,1.6128,1.611628,0.3327,0.0012,0.97455,0.022379999999999997,0.02671,0.68898,1.5947099999999998,0.55112,0.42912999999999996,-0.025909999999999978,0.03482000000000001,1.6087723,0.32376,0.48760330578512395,0.4834710743801653,0.002066115702479339,0.004132231404958678,0.022727272727272728
126,769,509,0.0208,0.027,0.0269,0.0265,248,249,0,3,9,-0.106,0.4342,0.4524,0.6846,0.0713,0.4271,1.56,1.6087,1.611009,0.2525,0.0012,0.97482,0.02191,0.026729999999999997,0.66132,1.58888,0.5551999999999999,0.42341999999999996,-0.06554999999999997,0.06593000000000002,1.609429,0.31520000000000004,0.48722986247544203,0.48919449901768175,0.0,0.005893909626719057,0.01768172888015717
127,773,508,0.0156,0.0255,0.0269,0.0266,247,248,0,5,8,-0.2153,0.7093,0.7021,0.6839,0.2521,0.3991,1.5214,1.605,1.605719,0.3858,0.0012,0.9751,0.020980000000000002,0.026860000000000002,0.66819,1.58573,0.57211,0.42363,-0.06530999999999998,0.06508000000000001,1.6084889999999998,0.31916,0.4862204724409449,0.4881889763779528,0.0,0.00984251968503937,0.015748031496062992
